Image,bonnet_tip_x,bonnet_tip_y,blowhead_x,blowhead_y
w_6014.jpg,132.0216,177.16913,143.74184,163.83076
w_306.jpg,88.29436,128.90761,106.91625,131.7121
w_6720.jpg,125.82195,138.38191,130.41992,130.26933
w_11440.jpg,126.78015,182.29633,125.60467,133.92621
w_10976.jpg,112.96593,134.81064,113.84832,124.10222
w_366.jpg,213.80276,124.41411,205.33612,136.81215
w_9632.jpg,98.48167,156.01538,117.93859,139.0715
w_8876.jpg,87.45686,98.812195,90.405045,97.34781
w_8037.jpg,143.96176,147.56403,149.30757,143.25151
w_8433.jpg,119.47444,131.51146,125.19225,122.742
w_1197.jpg,89.05925,100.37941,90.28532,100.91287
w_4200.jpg,114.60248,121.97849,101.89092,114.18291
w_11180.jpg,112.84112,128.03767,121.63552,127.67422
w_10217.jpg,90.23205,104.27732,90.12352,131.0389
w_6586.jpg,141.17522,159.81558,143.88715,152.2332
w_6897.jpg,146.06996,148.85931,145.4428,146.68756
w_2822.jpg,87.43799,104.46706,95.29185,99.81624
w_10798.jpg,112.59131,103.03575,114.68618,103.99495
w_53.jpg,94.44691,97.890045,95.58147,95.73577
w_8334.jpg,127.480965,119.37475,132.79277,122.724335
w_8007.jpg,161.1217,149.29585,153.50108,132.88985
w_7146.jpg,101.856155,141.738,112.15258,138.32874
w_6904.jpg,108.414734,117.93174,115.87352,136.4543
w_2066.jpg,128.09866,131.54811,128.18889,113.15901
w_9552.jpg,123.10872,128.8417,128.63281,128.98505
w_2507.jpg,119.99711,137.07628,127.7421,134.65825
w_2647.jpg,119.19968,149.90076,121.12116,131.95721
w_1018.jpg,115.79843,129.65198,114.74152,131.30046
w_7870.jpg,107.11892,94.01521,93.506386,90.8561
w_466.jpg,130.61461,128.90088,135.92407,127.49314
w_8599.jpg,147.79213,130.37833,146.1359,129.469
w_10694.jpg,142.68991,118.3573,150.99753,96.71316
w_300.jpg,108.5637,85.09194,97.06388,98.308525
w_9351.jpg,114.50466,116.06331,119.162796,116.58004
w_10055.jpg,95.07619,95.86963,99.67639,94.92613
w_5020.jpg,173.72946,197.64795,184.17262,163.25523
w_5468.jpg,117.19246,124.69233,116.10815,118.001175
w_7515.jpg,159.43492,163.9827,166.03824,163.07976
w_11246.jpg,129.50366,142.74661,132.92244,138.14175
w_6144.jpg,120.251396,139.09515,125.39449,129.47505
w_7559.jpg,84.294304,109.71468,99.0875,125.72113
w_1695.jpg,124.279976,124.494095,127.00141,124.804695
w_1536.jpg,108.03588,127.5182,115.05166,122.15016
w_5400.jpg,133.26958,131.49713,135.90314,126.51909
w_3194.jpg,111.36634,129.75702,121.03298,131.05905
w_999.jpg,111.33609,110.82355,109.50448,104.71851
w_10253.jpg,95.37877,110.154785,109.45866,105.92444
w_3196.jpg,149.65073,145.44205,141.62654,158.4201
w_8743.jpg,128.83693,103.026436,119.20173,120.898445
w_7584.jpg,105.71883,113.083786,109.831825,108.46488
w_12.jpg,141.35675,129.15407,138.346,121.29908
w_1286.jpg,177.61449,182.99185,177.98962,158.99176
w_10809.jpg,129.90347,180.30594,137.26062,173.43376
w_5098.jpg,124.08416,75.999695,120.669044,95.42643
w_3858.jpg,102.823135,139.09213,115.52488,139.47495
w_9445.jpg,140.34866,122.68617,133.05116,120.89826
w_5300.jpg,91.594444,103.30324,97.17824,128.72107
w_7021.jpg,135.53755,173.44363,141.54088,165.7251
w_8469.jpg,132.7808,129.49156,136.8217,129.42737
w_793.jpg,148.24057,145.1091,151.32661,142.39665
w_10549.jpg,145.4401,126.31384,154.55598,120.968056
w_3922.jpg,157.24135,152.5324,167.26648,144.44511
w_6708.jpg,130.06693,138.72227,128.35303,129.68375
w_3335.jpg,128.66005,105.54903,118.23391,121.272064
w_7087.jpg,117.56783,135.7635,120.458595,123.48713
w_989.jpg,112.79031,130.96555,124.413414,125.2471
w_8651.jpg,117.02397,139.28256,127.7438,128.37517
w_7641.jpg,98.96874,105.20697,112.637474,105.10764
w_6361.jpg,130.7345,143.70033,135.02106,132.72896
w_5746.jpg,86.79746,95.49899,92.12307,89.80627
w_10098.jpg,161.95598,199.80757,167.07489,181.78018
w_2548.jpg,114.65333,129.9733,115.87687,122.82285
w_1638.jpg,130.80669,131.65594,134.11607,128.5837
w_11437.jpg,109.68911,103.362495,87.59709,92.32903
w_1797.jpg,152.51868,186.30066,158.53242,156.76909
w_1146.jpg,140.391,192.55302,167.78168,175.31697
w_2035.jpg,91.206566,127.26871,93.78617,141.81985
w_1334.jpg,118.45852,103.77195,114.20684,119.1468
w_9956.jpg,136.21141,121.519485,129.94254,122.43285
w_4999.jpg,138.54292,131.14865,137.58836,134.35916
w_3703.jpg,119.796165,136.82289,141.1356,121.25653
w_8969.jpg,107.38941,99.2086,103.98997,98.65674
w_10164.jpg,145.695,107.06047,141.1702,99.77699
w_3982.jpg,130.08463,179.97745,137.24907,172.8534
w_4769.jpg,124.51304,136.20029,132.37837,131.4583
w_8638.jpg,79.14816,107.85191,92.90096,107.66951
w_7352.jpg,116.472725,127.2406,125.528114,130.56863
w_1519.jpg,121.99256,132.95517,132.971,130.54195
w_4801.jpg,145.28723,177.8461,148.88885,168.1155
w_7608.jpg,134.27492,108.534424,131.28258,100.92733
w_7624.jpg,126.46576,134.51282,134.18166,134.31079
w_225.jpg,126.71941,145.46771,136.14133,128.98984
w_877.jpg,139.09325,149.03433,147.15909,143.57497
w_7620.jpg,126.08012,136.3383,135.31775,139.07504
w_10161.jpg,162.58987,127.932236,147.3065,115.768394
w_11156.jpg,104.032425,128.14583,120.21841,139.44868
w_3595.jpg,120.88076,142.7812,136.72913,148.54016
w_8191.jpg,153.11736,149.01202,183.57932,159.53397
w_3937.jpg,149.06897,156.96222,147.5377,149.09398
w_10468.jpg,145.6803,146.9365,151.5292,136.04471
w_8251.jpg,112.928635,92.34047,117.17306,103.86146
w_9350.jpg,91.87371,109.05693,87.26409,115.95442
w_731.jpg,172.25137,144.65761,166.75543,138.87039
w_1188.jpg,120.29738,133.07101,125.35226,125.795906
w_8919.jpg,123.842476,139.09937,132.4044,130.31165
w_9864.jpg,81.79337,116.46513,108.51725,116.37302
w_10659.jpg,155.26204,126.31937,147.79207,137.55727
w_2618.jpg,97.71874,137.81238,114.44094,132.09933
w_2515.jpg,152.7623,126.94642,154.01636,138.42966
w_7938.jpg,154.71645,146.87256,144.03227,131.79033
w_4068.jpg,77.57273,74.31879,82.75818,75.24031
w_2667.jpg,137.7922,153.9857,144.78145,145.67917
w_5691.jpg,107.2049,69.05187,105.31879,78.587555
w_10996.jpg,119.800705,118.87916,123.34069,123.14764
w_9646.jpg,106.826866,144.65009,127.12646,137.70844
w_6965.jpg,114.28742,144.57562,124.821,140.87178
w_11409.jpg,161.06564,185.68137,169.11478,161.78595
w_7818.jpg,136.05234,144.42642,123.37788,137.84192
w_9543.jpg,194.54395,200.9615,159.42639,164.49579
w_1585.jpg,129.66438,96.5491,126.98077,91.56468
w_10143.jpg,129.85338,128.36029,133.90544,120.90678
w_1510.jpg,134.73605,154.48486,148.43051,145.7175
w_573.jpg,169.56242,216.2966,173.92664,166.92393
w_11229.jpg,123.41944,127.14459,127.66013,114.153435
w_237.jpg,131.31172,131.31705,147.04239,126.188225
w_9992.jpg,106.569275,105.77753,108.494774,80.10208
w_3890.jpg,137.32245,148.76965,140.61342,142.43524
w_11005.jpg,91.21845,94.02024,95.60595,103.26243
w_10122.jpg,122.307915,77.13623,122.63947,57.75555
w_2857.jpg,64.812355,44.121544,48.709293,49.479485
w_2676.jpg,102.200806,78.721214,80.63803,87.86828
w_5906.jpg,115.414856,120.891266,122.42567,115.170616
w_1494.jpg,92.23216,137.27457,115.72858,162.64066
w_10223.jpg,185.37143,222.60196,197.50562,188.77171
w_1763.jpg,122.108185,121.9054,121.619804,121.14762
w_4920.jpg,116.821304,165.87402,137.3873,163.02454
w_449.jpg,130.77359,95.17202,106.51374,74.46298
w_10447.jpg,152.88374,164.68765,165.63434,149.145
w_3347.jpg,157.72714,121.03418,142.97339,101.58982
w_4410.jpg,128.86493,143.5959,132.80981,135.85251
w_9230.jpg,141.69913,140.59561,140.6159,137.4213
w_7678.jpg,124.0908,122.16123,124.95188,117.04777
w_8900.jpg,110.794464,114.726776,117.911415,102.48472
w_5028.jpg,127.72388,148.91083,134.53714,139.3661
w_203.jpg,131.65028,138.49356,136.22372,134.27045
w_452.jpg,199.82455,182.92596,205.24844,185.71625
w_331.jpg,138.1223,140.12491,143.95673,142.1106
w_8062.jpg,124.20997,106.60736,124.2965,114.08506
w_6836.jpg,151.51495,151.37329,146.33888,146.93106
w_4007.jpg,134.35623,128.78827,126.0749,134.31143
w_11263.jpg,158.75262,203.53378,154.00516,178.29514
w_3693.jpg,129.80789,154.20619,138.4992,139.05096
w_10713.jpg,107.04508,84.68696,101.47274,92.852516
w_5648.jpg,124.83802,146.90991,140.74554,133.89703
w_6560.jpg,95.16378,89.38699,112.48876,90.078896
w_8260.jpg,133.00272,82.98417,126.7964,72.71642
w_9321.jpg,113.23351,133.88962,128.68896,137.49854
w_2937.jpg,168.83441,192.76994,178.62761,185.87526
w_520.jpg,151.3794,135.55202,147.47131,134.44304
w_7216.jpg,99.71147,108.84177,114.733986,115.54975
w_10514.jpg,114.5151,130.23578,115.81277,122.771355
w_2771.jpg,96.17061,95.44702,85.717094,114.60655
w_8699.jpg,128.95691,116.866745,121.3102,117.368965
w_2354.jpg,129.61697,147.33536,141.24292,157.44914
w_9515.jpg,107.98801,114.985825,112.82982,110.01797
w_1738.jpg,123.299416,138.52472,143.77327,124.62998
w_2501.jpg,113.78545,142.56964,124.03779,138.02281
w_11342.jpg,124.973206,149.31,115.04781,144.32983
w_862.jpg,116.826096,112.80534,120.01838,117.362495
w_2146.jpg,130.38982,146.92226,141.97891,140.07408
w_8135.jpg,165.84007,131.64703,145.86218,131.73903
w_839.jpg,135.79352,142.24954,139.67317,131.59792
w_3662.jpg,81.78851,69.12653,77.29184,69.37797
w_10195.jpg,148.75848,138.55063,145.62611,150.6175
w_6927.jpg,142.12299,144.55334,133.05966,157.51225
w_1539.jpg,129.65323,137.96454,132.01228,129.00574
w_226.jpg,75.761536,124.778366,69.06858,128.52258
w_7031.jpg,99.84629,65.34903,105.87771,46.17649
w_10022.jpg,112.3301,123.79045,119.10072,150.30931
w_3440.jpg,134.78542,139.76753,134.60062,127.46925
w_1481.jpg,105.72829,117.16066,110.08934,118.4383
w_9681.jpg,115.4142,114.18028,113.264534,113.02686
w_5414.jpg,147.35072,121.23653,141.80507,124.216064
w_10950.jpg,159.25398,170.04997,160.42339,154.77336
w_10982.jpg,112.86264,145.06189,143.13171,135.14674
w_3866.jpg,144.15147,125.706894,127.32548,122.05452
w_11110.jpg,179.30746,161.63957,179.25314,141.86574
w_4082.jpg,148.63385,81.994095,151.99413,66.0368
w_490.jpg,107.38001,143.56813,143.62335,139.4286
w_7294.jpg,85.24632,117.37201,84.80928,113.381905
w_7396.jpg,157.06563,154.95715,169.82164,161.86458
w_6282.jpg,104.53884,128.12001,122.85917,134.27184
w_1071.jpg,106.03697,103.4204,104.1527,106.7064
w_1600.jpg,124.411255,135.1669,133.55861,133.604
w_5215.jpg,119.83117,127.45523,125.70515,118.50698
w_9583.jpg,107.905975,140.96437,119.35531,137.96927
w_11357.jpg,100.00164,100.55997,97.5645,97.72895
w_338.jpg,115.60851,135.43935,122.528984,127.78474
w_4652.jpg,118.003426,150.40869,121.470116,146.31967
w_1158.jpg,215.8413,167.45567,227.01648,161.6399
w_2106.jpg,135.84244,75.453964,120.484,88.327156
w_11040.jpg,113.812416,84.5262,110.9547,96.888084
w_685.jpg,70.42356,114.470535,85.955666,125.509476
w_9737.jpg,130.30183,142.13976,148.78036,111.5201
w_10793.jpg,123.597176,134.71167,128.10376,133.6454
w_5186.jpg,94.99455,120.92662,107.21084,119.97632
w_7895.jpg,89.8471,89.88601,94.992714,87.163475
w_2259.jpg,170.92671,137.92902,157.26566,132.52922
w_10972.jpg,150.1241,123.368,155.82458,108.63303
w_9823.jpg,118.5754,118.81692,122.973465,121.4297
w_1704.jpg,112.93874,117.06055,119.21714,109.82003
w_5531.jpg,117.81131,100.064804,122.51722,98.433105
w_10717.jpg,123.799736,83.88849,112.78681,81.69293
w_10327.jpg,124.18441,128.46469,131.11813,130.42433
w_10028.jpg,107.066216,125.82364,115.196304,126.17242
w_9187.jpg,127.217865,143.62718,132.48709,145.86041
w_7665.jpg,146.78741,175.35811,146.31506,143.3255
w_3525.jpg,130.25957,135.47176,115.15443,128.62012
w_11302.jpg,67.06275,91.794556,86.1114,82.26638
w_10040.jpg,119.56529,122.17844,124.69929,116.72353
w_10871.jpg,135.0236,122.4042,140.894,118.40096
w_10684.jpg,99.266136,110.001854,105.57601,109.7731
w_11083.jpg,161.8236,142.34888,164.04953,133.89023
w_6496.jpg,77.9686,179.52313,99.84455,157.52005
w_1307.jpg,130.33037,110.21497,124.11342,107.35069
w_11009.jpg,149.77608,160.10797,155.30116,149.22244
w_9345.jpg,136.1758,155.82722,146.40282,150.15884
w_8407.jpg,77.38827,132.29355,105.3147,122.73147
w_6978.jpg,127.816216,117.724106,129.1111,112.725365
w_9815.jpg,124.90287,125.8665,126.801575,119.580894
w_10821.jpg,105.99274,126.78215,115.07705,118.200966
w_3966.jpg,116.455864,167.35925,128.48772,151.08554
w_9615.jpg,132.81224,154.2315,130.96274,125.35009
w_2670.jpg,115.66634,105.16205,122.53302,121.529594
w_1226.jpg,120.437096,115.95267,118.30205,121.60702
w_4625.jpg,146.31483,182.24524,159.70557,153.18208
w_2023.jpg,112.85335,143.45099,124.10413,126.38675
w_891.jpg,101.441505,106.586044,106.989975,101.39399
w_7199.jpg,140.48059,117.16969,146.97021,110.993164
w_2707.jpg,145.699,136.63635,136.5803,146.41994
w_4534.jpg,120.50825,130.4804,117.97846,125.38457
w_61.jpg,141.41756,133.72557,145.54034,124.21667
w_11364.jpg,141.58772,144.75177,140.42694,137.89752
w_10974.jpg,103.599236,111.25476,108.37053,104.793396
w_6354.jpg,160.83679,111.23721,146.65941,116.67417
w_7585.jpg,146.00197,112.52817,139.18991,106.43711
w_3321.jpg,112.13824,123.41758,115.8715,115.79902
w_8017.jpg,126.37591,195.08319,155.32056,189.6435
w_3310.jpg,118.153175,123.410355,114.849014,117.16931
w_6083.jpg,101.25149,136.39641,122.195,128.8074
w_3561.jpg,137.61539,139.30055,143.28934,141.45143
w_8656.jpg,109.22346,118.83154,113.94172,114.05835
w_11037.jpg,195.5292,209.51773,190.65665,153.67154
w_9726.jpg,125.661705,131.7473,129.5437,126.88676
w_5827.jpg,127.52857,81.86932,120.206184,96.92789
w_11004.jpg,149.58273,153.48737,148.0152,143.491
w_11147.jpg,129.62354,145.83725,129.5311,129.33978
w_11232.jpg,99.45876,136.50288,103.342674,129.67845
w_9731.jpg,215.53613,144.042,190.28854,118.748146
w_10874.jpg,117.16056,144.68301,125.63494,126.31307
w_4555.jpg,141.05179,121.571396,128.19186,109.25878
w_9562.jpg,148.30045,143.49782,150.2206,139.72604
w_8162.jpg,96.271286,132.34032,110.59211,125.33481
w_193.jpg,122.37147,135.06982,131.04471,125.765366
w_1049.jpg,138.3936,125.11864,126.042755,125.268486
w_1346.jpg,154.98161,164.91896,160.17308,157.32932
w_4898.jpg,127.413666,139.84326,134.48718,137.5026
w_6894.jpg,87.98518,99.062004,99.27575,109.505486
w_10991.jpg,95.81593,96.3658,99.23435,100.09807
w_3756.jpg,137.09842,119.50332,125.78893,106.41859
w_10608.jpg,145.34973,134.40494,132.86,137.91942
w_4163.jpg,152.56189,140.11023,153.14291,145.9889
w_11405.jpg,180.28407,224.93842,183.8719,178.33711
w_335.jpg,86.08682,87.49504,83.53025,88.88359
w_3000.jpg,142.20584,147.05849,138.30165,132.0837
w_10964.jpg,119.85914,138.94202,122.95019,127.64084
w_4396.jpg,102.415634,98.36418,97.53947,115.79603
w_1109.jpg,116.96452,139.43454,126.60763,135.77817
w_279.jpg,110.72305,129.40765,120.561554,130.95163
w_4935.jpg,126.316765,131.73663,129.57712,129.92523
w_3772.jpg,121.16761,122.65719,122.13554,114.9999
w_2061.jpg,135.07536,164.35211,140.73938,155.59416
w_10439.jpg,129.23973,158.47136,139.70917,153.27988
w_7995.jpg,95.91204,105.30864,100.89402,105.61944
w_3377.jpg,130.87851,139.52928,139.09457,134.01834
w_5896.jpg,140.11423,146.47243,139.30246,139.81306
w_7427.jpg,65.1821,75.89086,68.0416,70.69888
w_10066.jpg,87.6423,87.95389,89.052864,103.05364
w_1769.jpg,102.956215,97.08267,94.27848,97.22868
w_10687.jpg,71.671524,59.120617,86.12284,80.494194
w_11383.jpg,93.70023,50.545948,87.42924,64.65933
w_8833.jpg,148.03302,155.38919,158.07082,140.6791
w_9925.jpg,126.55617,143.97006,130.12363,132.00578
w_10876.jpg,163.20943,164.51782,161.77487,135.87144
w_10125.jpg,59.442814,111.07982,62.646313,119.60929
w_10357.jpg,197.169,167.95142,192.73871,145.93597
w_2719.jpg,133.88365,143.77254,132.77695,138.10773
w_7954.jpg,151.79463,186.38152,153.71411,159.65877
w_1944.jpg,125.65436,184.34665,140.67058,190.89111
w_6408.jpg,117.14824,161.33192,145.93277,162.99477
w_9623.jpg,119.380646,131.93468,121.2134,129.62512
w_7645.jpg,130.37457,145.2662,137.25044,139.64697
w_2962.jpg,148.61601,153.00891,151.58044,149.10396
w_7851.jpg,82.031425,86.89285,86.85446,87.94936
w_3505.jpg,128.81105,141.71277,131.61946,132.7097
w_745.jpg,116.514366,136.28152,122.9882,129.1433
w_8804.jpg,144.20125,126.77675,153.58206,120.49573
w_9208.jpg,134.75531,182.41734,150.40137,167.05981
w_7456.jpg,140.60522,145.3134,142.80605,137.60245
w_10814.jpg,104.499794,37.63272,89.55604,45.088272
w_2393.jpg,136.2568,119.50725,140.83572,125.93214
w_6419.jpg,140.48306,167.6861,133.05585,157.22499
w_324.jpg,133.32648,142.99745,143.26952,148.74812
w_7509.jpg,168.057,83.98909,132.1318,124.41451
w_2624.jpg,143.54037,149.44867,146.71889,143.37207
w_11077.jpg,82.692116,187.09827,100.67004,148.26825
w_2306.jpg,116.78507,115.22801,132.6709,115.24291
w_10727.jpg,121.82655,132.0711,120.57086,122.11552
w_7741.jpg,112.448265,134.6526,115.39309,130.3289
w_1503.jpg,120.91907,141.5502,129.36913,132.39049
w_6322.jpg,140.76372,123.41931,129.36095,117.0129
w_7013.jpg,150.17879,178.608,162.80539,173.99666
w_4923.jpg,178.83588,148.50522,184.10364,111.59063
w_8192.jpg,116.61834,109.63088,129.15215,117.41777
w_7862.jpg,148.34595,140.19962,150.35063,140.71774
w_8045.jpg,101.85386,137.6914,118.34097,140.5819
w_7837.jpg,97.67226,100.052895,94.15903,101.91237
w_10718.jpg,149.27354,172.64215,168.04555,170.72649
w_2458.jpg,100.4752,102.16751,107.08042,99.84017
w_10484.jpg,107.69402,155.10011,121.81448,158.40662
w_10855.jpg,121.18273,138.44795,131.46317,134.90341
w_51.jpg,69.17366,138.5231,98.95465,136.1844
w_9720.jpg,109.80877,119.52444,116.170525,115.75529
w_1415.jpg,143.45068,149.77243,146.79411,143.6277
w_10047.jpg,141.18495,120.81941,142.2382,145.48366
w_6951.jpg,87.73594,108.40852,97.8416,104.82273
w_9762.jpg,174.70674,141.11087,154.25606,127.91591
w_2841.jpg,128.91638,148.15591,140.48576,158.08276
w_3735.jpg,112.80812,121.33969,115.63706,121.27016
w_5695.jpg,160.95828,178.56282,164.70021,153.73029
w_11299.jpg,129.10408,149.47052,132.22519,139.81268
w_5546.jpg,99.99392,166.20706,135.80225,156.48808
w_10802.jpg,111.27319,115.99367,125.95733,115.44471
w_7454.jpg,149.61383,140.76657,142.98003,142.50339
w_6849.jpg,124.582054,126.87326,125.933205,127.38892
w_10380.jpg,115.449455,115.615814,117.904366,113.35911
w_9944.jpg,161.53821,142.09508,183.06094,102.7406
w_7732.jpg,124.01061,189.22723,141.5515,160.50412
w_3522.jpg,118.40938,127.43863,123.22993,122.38177
w_9633.jpg,119.32697,123.989136,124.26468,119.63558
w_6255.jpg,140.12723,81.68214,107.87388,76.57846
w_1142.jpg,127.24015,109.12012,128.77542,98.05154
w_11353.jpg,133.75151,143.62814,138.92491,136.06628
w_4896.jpg,96.04061,103.43144,93.52215,97.660065
w_10362.jpg,100.64544,116.509125,98.486084,121.29428
w_6781.jpg,106.64449,118.824936,118.55738,108.392876
w_10459.jpg,114.00195,127.82732,129.52061,125.885155
w_8331.jpg,110.25972,70.64435,103.524086,86.249214
w_3501.jpg,90.02514,112.5594,112.0413,125.102516
w_4559.jpg,141.29109,166.85861,148.57571,153.66191
w_10531.jpg,178.9314,144.56384,150.25029,153.27757
w_184.jpg,125.57754,132.70833,132.39485,129.94801
w_8146.jpg,121.08977,133.35678,127.49621,129.59882
w_8288.jpg,119.427536,121.19124,117.80096,119.9967
w_3498.jpg,81.97759,92.040085,86.487854,96.20008
w_5821.jpg,106.79217,126.36658,112.74474,123.10351
w_7760.jpg,125.731575,116.94078,118.81476,124.81172
w_36.jpg,140.13124,170.93517,136.58743,153.26788
w_9861.jpg,149.04129,151.8162,147.94043,153.44241
w_10530.jpg,127.554955,138.00168,127.7192,153.66397
w_9905.jpg,128.29378,159.4987,142.8992,149.32288
w_3634.jpg,117.93673,98.65356,103.25321,91.918045
w_4579.jpg,132.90308,127.12738,130.5809,125.53956
w_2375.jpg,121.12639,117.10063,118.56985,122.42848
w_1019.jpg,140.47919,161.79742,163.33093,142.21317
w_4785.jpg,119.6905,126.496185,119.41245,116.868065
w_3976.jpg,175.93527,169.85355,178.46918,143.9986
w_7738.jpg,129.25325,154.1537,138.56094,143.7909
w_10112.jpg,93.763756,184.47372,132.98296,183.49347
w_5423.jpg,111.25034,115.97529,116.696,119.970436
w_11251.jpg,128.56912,128.89227,125.60833,118.93303
w_2018.jpg,94.47923,126.87634,106.48269,124.67666
w_3121.jpg,133.19872,140.0904,140.1872,140.15958
w_11054.jpg,110.138725,125.74621,113.66711,121.00552
w_3337.jpg,105.158134,130.82404,114.57851,132.30605
